GRB,TriggerNumber,Observatory,Instrument,Filter,λ_eff,Time (s),Magnitude,Mag error,Source,E(B-V),Extinction,Flux (Jy)
090621A,355303,Swift,UVOT,U,3520.95,3493.5,21.52,3-sigma,GCN 9544,0.02,0.085911796875,"9.691499276242234e-06 (+0.0, -inf)"
090621A,355303,Swift,UVOT,UVW1,2684.14,3581.0,21.31,3-sigma,GCN 9544,0.02,0.11477051477761839,"1.207631561557279e-05 (+0.0, -inf)"
090621A,355303,Swift,UVOT,White,3885.68,3619.0,22.3,3-sigma,GCN 9544,0.02,0.07968499195093906,"4.697861897158403e-06 (+0.0, -inf)"
090621A,355303,Swift,UVOT,B,4346.25,3724.0,20.37,3-sigma,GCN 9544,0.02,0.072241,"2.7600862204932647e-05 (+0.0, -inf)"
090607,354299,Swift,UVOT,U,3520.95,654.0,22.22,3-sigma,GCN 9495,0.02,0.085911796875,"5.086171121177204e-06 (+0.0, -inf)"
090607,,FaulkesNorth,--,R,6410.0,1872.0,,,Fong+2015,,,"5.7e-06 (+0.0, -inf)"
090607,354299,Faulkes North,-,i',7673.03,3300.0,21.6,UL,GCN 9492,0.02,0.032583089201877934,"8.571552403196573e-06 (+0.0, -inf)"
090607,354299,Faulkes North,-,R,6414.2,3390.0,21.8,UL,GCN 9492,0.02,0.043422123893805314,"7.201037929764506e-06 (+0.0, -inf)"
090607,354299,RAS Observatory Mayhill H06,GRAS001,unfiltered,,3600.0,18.5,3-sigma,GCN 9493,0.02,,"nan"
090607,354299,Swift,UVOT,V,5411.43,12077.5,20.39,3-sigma,GCN 9495,0.02,0.055010033112582776,"2.667044500891298e-05 (+0.0, -inf)"
090607,354299,Swift,UVOT,UVW1,2684.14,13329.0,22.31,3-sigma,GCN 9495,0.02,0.11477051477761839,"4.8076678404266945e-06 (+0.0, -inf)"
090531B,353728,Miyazaki,RIMOTS,unfiltered,,309.0,14.6,UL,GCN 9470,1.12,,"nan"
090531B,353728,ROTSE,ROTSE-IIIc,unfiltered,,695.1,16.3,UL,GCN 9462,1.12,,"nan"
090531B,353728,Swift,UVOT,White,3885.68,3924.0,21.32,3-sigma,GCN 9471,1.12,4.462359549252588,"0.0006561000466159151 (+0.0, -inf)"
090531B,353728,Swift,UVOT,V,5411.43,4105.0,19.07,3-sigma,GCN 9471,1.12,3.080561854304636,"0.001459657592522203 (+0.0, -inf)"
090531B,353728,Swift,UVOT,UVM2,2245.78,4310.0,21.01,3-sigma,GCN 9471,1.12,8.706135280713797,"0.04349910898837343 (+0.0, -inf)"
090531B,353728,Swift,UVOT,UVW1,2684.14,4515.0,21.16,3-sigma,GCN 9471,1.12,6.42714882754663,"0.00464393123106322 (+0.0, -inf)"
090531B,353728,Swift,UVOT,U,3520.95,4721.0,20.76,3-sigma,GCN 9471,1.12,4.811060625,"0.0015151320983948701 (+0.0, -inf)"
090531B,353728,Swift,UVOT,B,4346.25,4926.0,19.93,3-sigma,GCN 9471,1.12,4.045496,"0.00160777269574107 (+0.0, -inf)"
090531B,353728,Swift,UVOT,UVW2,2085.73,5336.0,21.34,3-sigma,GCN 9471,1.12,9.654703407000689,"0.0768966839115043 (+0.0, -inf)"
090531B,353728,ESO/La Silla,GROND,g',4504.49,21210.0,22.9,UL,GCN 9480,1.12,3.896628739002933,"9.092383486034887e-05 (+0.0, -inf)"
090531B,353728,ESO/La Silla,GROND,r',6097.98,21210.0,22.6,UL,GCN 9480,1.12,2.6134022850804226,"3.6760986970507526e-05 (+0.0, -inf)"
090531B,353728,ESO/La Silla,GROND,i',7604.74,21210.0,22.1,UL,GCN 9480,1.12,1.850538463215259,"2.8856365765814117e-05 (+0.0, -inf)"
090531B,353728,ESO/La Silla,GROND,z',8929.33,21210.0,22.8,UL,GCN 9480,1.12,1.4128574940898344,"1.011973748230722e-05 (+0.0, -inf)"
090531B,353728,ESO/La Silla,GROND,J,12246.51,21210.0,20.1,UL,GCN 9480,1.12,0.8263715560130382,"7.08883505719022e-05 (+0.0, -inf)"
090531B,353728,ESO/La Silla,GROND,H,16330.2,21210.0,19.8,UL,GCN 9480,1.12,0.5165771596120593,"7.025174443407565e-05 (+0.0, -inf)"
090531B,353728,ESO/La Silla,GROND,K,21550.42,21210.0,19.2,UL,GCN 9480,1.12,0.3490090616842146,"0.00010462365154689392 (+0.0, -inf)"
090531B,353728,CTIO,ANDICAM,I,8175.57,29880,21.1,UL,GCN 9481,1.12,1.6440084539212148,"5.992797880738663e-05 (+0.0, -inf)"
090531B,353728,CTIO,ANDICAM,J,12400.19,29880,18.5,UL,GCN 9481,1.12,0.804763842605156,"0.0003033414692444123 (+0.0, -inf)"
090531B,353728,CTIO,ANDICAM,I,8175.57,125280.0,21.1,UL,GCN 9481,1.12,1.6440084539212148,"5.992797880738663e-05 (+0.0, -inf)"
090531B,353728,CTIO,ANDICAM,J,12400.19,125280.0,18.5,UL,GCN 9481,1.12,0.804763842605156,"0.0003033414692444123 (+0.0, -inf)"
090515,352108,ROTSE,ROTSE-IIIb,unfiltered,,18.0,18.4,UL,GCN 9357,0.02,,"nan"
090515,352108,Super-LOTIS,PAIRITEL,R,6414.2,43.0,17.7,3-sigma,GCN 9360,0.02,0.043422123893805314,"0.0003143367064904159 (+0.0, -inf)"
090515,352108,Swift,UVOT,White,3885.68,141.5,21.15,3-sigma,GCN 9369,0.02,0.07968499195093906,"1.354878170874293e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,U,3520.95,403.0,20.85,3-sigma,GCN 9369,0.02,0.085911796875,"1.7963500386816767e-05 (+0.0, -inf)"
090515,352108,Lick,Nickel,B,4335.9,498,19.9,UL,GCN 9372,0.02,0.072448,"4.2560375297416366e-05 (+0.0, -inf)"
090515,352108,Lick,Nickel,V,5337.48,600.0,20.5,UL,GCN 9372,0.02,0.05635304615384617,"2.4130563702638883e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,White,3885.68,1228.0,22.04,3-sigma,GCN 9369,0.02,0.07968499195093906,"5.968981676375354e-06 (+0.0, -inf)"
090515,352108,Lick,Nickel,I,8792.27,1350.0,20.3,UL,GCN 9372,0.02,0.02585838276397515,"2.8207825090743862e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,B,4346.25,1449.5,20.02,3-sigma,GCN 9369,0.02,0.072241,"3.809979587716148e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,UVW2,2085.73,1498.5,21.84,3-sigma,GCN 9369,0.02,0.17240541798215514,"7.816069565843745e-06 (+0.0, -inf)"
090515,352108,Swift,UVOT,V,5411.43,1523.5,19.26,3-sigma,GCN 9369,0.02,0.055010033112582776,"7.551448452264355e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,UVM2,2245.78,1548.0,20.76,3-sigma,GCN 9369,0.02,0.15546670144131777,"2.0807165879930694e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,UVW1,2684.14,1572.5,21.34,3-sigma,GCN 9369,0.02,0.11477051477761839,"1.1747202488502878e-05 (+0.0, -inf)"
090515,352108,Mt. Hopkins,PAIRITEL,J,12207.54,1800.0,18.0,3-sigma,GCN 9359,0.02,0.014860260765139816,"0.00023225782419158887 (+0.0, -inf)"
090515,352108,Mt. Hopkins,PAIRITEL,H,16303.58,1800.0,17.2,3-sigma,GCN 9359,0.02,0.009249809187279153,"0.0004827543241897426 (+0.0, -inf)"
090515,352108,Mt. Hopkins,PAIRITEL,K,21885.57,1800.0,15.1,3-sigma,GCN 9359,0.02,0.006046716930668827,"0.0033300053840366987 (+0.0, -inf)"
090515,352108,ROVOR,-,R,6414.2,2263.8,21.4,UL,GCN 9371,0.02,0.043422123893805314,"1.0408666614331539e-05 (+0.0, -inf)"
090515,352108,Lick,Nickel,R,6307.33,2286.0,21.3,UL,GCN 9372,0.02,0.04428606153846154,"1.1421961015375869e-05 (+0.0, -inf)"
090515,352108,WIYN,WHIRC,J,12440.01,5040.0,19.0,UL,GCN 9361,0.02,0.014278932157394841,"9.241401135156044e-05 (+0.0, -inf)"
090515,,WIYN,WHIRC,J,12500.0,5040.0,,,Fong+2015,,,"3.94e-05 (+0.0, -inf)"
090515,,Gemini-N,GMOS,r,6300.0,6120.0,,,Fong+2015,,,1.1e-07 ± 1e-08
090515,352108,Swift,UVOT,UVW2,2085.73,6924.5,22.21,3-sigma,GCN 9369,0.02,0.17240541798215514,"5.558894298882561e-06 (+0.0, -inf)"
090515,352108,Swift,UVOT,V,5411.43,7129.0,19.61,3-sigma,GCN 9369,0.02,0.055010033112582776,"5.4705408094729185e-05 (+0.0, -inf)"
090515,352108,MMT,MMIRS,K,21454.3,7140.0,19.3,5-sigma,GCN 9370,0.02,0.006285530672593374,"6.958897844711422e-05 (+0.0, -inf)"
090515,,MMT,MMIRS,K,,7200.0,,,Fong+2015,,,"1.2e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,UVM2,2245.78,7333.5,21.85,3-sigma,GCN 9369,0.02,0.15546670144131777,"7.624527400336954e-06 (+0.0, -inf)"
090515,352108,Swift,UVOT,UVW1,2684.14,7506.0,21.52,3-sigma,GCN 9369,0.02,0.11477051477761839,"9.95255198772025e-06 (+0.0, -inf)"
090515,352108,Swift,UVOT,B,4346.25,9493.5,20.57,3-sigma,GCN 9369,0.02,0.072241,"2.2957397233259863e-05 (+0.0, -inf)"
090515,352108,Swift,UVOT,White,3885.68,9611.0,21.92,3-sigma,GCN 9369,0.02,0.07968499195093906,"6.66653626101921e-06 (+0.0, -inf)"
090515,352108,Swift,UVOT,U,3520.95,9656.0,21.42,3-sigma,GCN 9369,0.02,0.085911796875,"1.0626517644337091e-05 (+0.0, -inf)"
090515,,Gemini-N,GMOS,r,6300.0,90000.0,,,Fong+2015,,,9e-08 ± 3e-08
090515,,Gemini-N,GMOS,r,6300.0,15840000.0,,,Fong+2015,,,"4e-08 (+0.0, -inf)"
090515,352108,Lick,KAIT,unfiltered,,,20.5,3-sigma,GCN 9358,0.02,,"nan"
090515,352108,Gemini North,GMOS,R,,,25.4,UL,GCN 9362,0.02,,"nan"
090510,351588,Swift,UVOT,White,3885.68,172.0,20.43,0.17,GCN 9342,0.02,0.07968499195093906,2.6296639077086627e-05 ± 4.117416941162618e-06
090510,351588,Swift,UVOT,White,3885.68,598.0,19.56,0.22,GCN 9342,0.02,0.07968499195093906,5.860035482705458e-05 ± 1.1874042705266507e-05
090510,351588,Swift,UVOT,V,5411.43,745.0,18.45,0.33,GCN 9342,0.02,0.055010033112582776,0.00015923196779214752 ± 4.839716050835252e-05
090510,351588,Swift,UVOT,B,4346.25,1033.0,19.49,2.2-sigma,GCN 9342,0.02,0.072241,"6.207584626704217e-05 (+0.0, -inf)"
090510,351588,Swift,UVOT,UVM2,2245.78,1048.0,19.79,0.22,GCN 9342,0.02,0.15546670144131777,5.084086482599419e-05 ± 1.030175673676684e-05
090510,351588,Swift,UVOT,UVW1,2684.14,1069.5,20.12,0.27,GCN 9342,0.02,0.11477051477761839,3.613553215699779e-05 ± 8.986154868587889e-06
090510,351588,Swift,UVOT,UVW2,2085.73,1083.0,20.04,0.18,GCN 9342,0.02,0.17240541798215514,4.1019316179859965e-05 ± 6.800433549159962e-06
090510,351588,Swift,UVOT,U,3520.95,1094.5,20.07,0.17,GCN 9342,0.02,0.085911796875,3.684605259275691e-05 ± 5.769199657631455e-06
090510,351588,Swift,UVOT,White,3885.68,1346.5,19.96,0.2,GCN 9342,0.02,0.07968499195093906,4.054154037619542e-05 ± 7.468027721379503e-06
090510,351588,NOT,ALFOSC,R,6330.81,16920.0,21.2,0,GCN 9338,0.02,0.044047093491124255,1.2521175025361203e-05 ± 0.0
090510,,ESO/MPG,GROND,r,6220.0,22320.0,,,Fong+2015,,,5.9e-06 ± 2.5e-06
090510,,ESO/MPG,GROND,r,6220.0,22680.0,,,Fong+2015,,,5.5e-06 ± 2.3e-06
090510,,ESO/MPG,GROND,r,6220.0,22680.0,,,Fong+2015,,,4.6e-06 ± 1.60e-06
090510,,ESO/MPG,GROND,r,6220.0,23040.0,,,Fong+2015,,,2.6e-06 ± 1.80e-06
090510,,ESO/MPG,GROND,r,6220.0,23040.0,,,Fong+2015,,,3e-06 ± 1.80e-06
090510,,ESO/MPG,GROND,r,6220.0,23400.0,,,Fong+2015,,,2.6e-06 ± 1.60e-06
090510,,ESO/MPG,GROND,r,6220.0,24120.0,,,Fong+2015,,,2.3e-06 ± 7.1e-07
090510,,ESO/MPG,GROND,r,6220.0,24480.0,,,Fong+2015,,,3.8e-06 ± 7.7e-07
090510,,ESO/MPG,GROND,r,6220.0,24840.0,,,Fong+2015,,,2.7e-06 ± 8.9e-07
090510,,ESO/MPG,GROND,r,6220.0,25560.0,,,Fong+2015,,,3.4e-06 ± 7.9e-07
090510,,ESO/MPG,GROND,r,6220.0,25920.0,,,Fong+2015,,,2.9e-06 ± 7.2e-07
090510,,ESO/MPG,GROND,r,6220.0,26280.0,,,Fong+2015,,,2.2e-06 ± 7.5e-07
090510,,ESO/MPG,GROND,r,6220.0,26640.0,,,Fong+2015,,,3.1e-06 ± 7.7e-07
090510,,ESO/MPG,GROND,r,6220.0,27360.0,,,Fong+2015,,,2.3e-06 ± 5.9e-07
090510,,ESO/MPG,GROND,r,6220.0,27720.0,,,Fong+2015,,,1.9e-06 ± 4.0e-07
090510,,ESO/MPG,GROND,r,6220.0,28080.0,,,Fong+2015,,,1.9e-06 ± 5e-07
090510,,ESO/MPG,GROND,r,6220.0,28440.0,,,Fong+2015,,,2.2e-06 ± 5.5e-07
090510,,ESO/MPG,GROND,r,6220.0,29160.0,,,Fong+2015,,,1.80e-06 ± 5.9e-07
090510,,ESO/MPG,GROND,r,6220.0,29520,,,Fong+2015,,,2e-06 ± 5.2e-07
090510,,ESO/MPG,GROND,r,6220.0,29880,,,Fong+2015,,,2e-06 ± 4.7e-07
090510,,ESO/MPG,GROND,r,6220.0,30240.0,,,Fong+2015,,,2.10e-06 ± 4.6e-07
090510,,ESO/MPG,GROND,r,6220.0,30960.0,,,Fong+2015,,,2.3e-06 ± 4.8e-07
090510,,ESO/MPG,GROND,J,12400.0,30960.0,,,Fong+2015,,,"4.8e-06 (+0.0, -inf)"
090510,,ESO/MPG,GROND,r,6220.0,31320,,,Fong+2015,,,2e-06 ± 4.7e-07
090510,,ESO/MPG,GROND,r,6220.0,31680,,,Fong+2015,,,1.9e-06 ± 4.4e-07
090510,,ESO/MPG,GROND,r,6220.0,32040.0,,,Fong+2015,,,1.5e-06 ± 4.7e-07
090510,351588,ESO/La Silla,GROND,g',4504.49,32400.0,23.5,0.3,GCN 9352,0.02,0.06958265605362379,1.5412011036363221e-06 ± 4.258496023846761e-07
090510,351588,ESO/La Silla,GROND,r',6097.98,32400.0,23.0,0.1,GCN 9352,0.02,0.04666789794786468,2.3916267819162857e-06 ± 2.2027696704183042e-07
090510,351588,ESO/La Silla,GROND,i',7604.74,32400.0,22.8,0.1,GCN 9352,0.02,0.03304532970027248,2.8395163963480355e-06 ± 2.6152912502172644e-07
090510,351588,ESO/La Silla,GROND,z',8929.33,32400.0,22.6,0.1,GCN 9352,0.02,0.02522959810874704,3.389363031128717e-06 ± 3.12171871608884e-07
090510,351588,ESO/La Silla,GROND,J,12246.51,32400.0,21.8,UL,GCN 9352,0.02,0.014756634928804253,"7.0134047456525095e-06 (+0.0, -inf)"
090510,351588,ESO/La Silla,GROND,H,16330.2,32400.0,21.4,UL,GCN 9352,0.02,0.00922459213592963,"1.0085933160617194e-05 (+0.0, -inf)"
090510,351588,ESO/La Silla,GROND,K,21550.42,32400.0,20.7,UL,GCN 9352,0.02,0.006232304672932403,"1.9165456617109843e-05 (+0.0, -inf)"
090510,,ESO/MPG,GROND,r,6220.0,32760.0,,,Fong+2015,,,1.7e-06 ± 4.3e-07
090510,,ESO/MPG,GROND,r,6220.0,33120.0,,,Fong+2015,,,1.3e-06 ± 4.1e-07
090510,,ESO/MPG,GROND,r,6220.0,33480.0,,,Fong+2015,,,1.5e-06 ± 4.1e-07
090510,,ESO/MPG,GROND,r,6220.0,34200.0,,,Fong+2015,,,1.5e-06 ± 4.0e-07
090510,,ESO/MPG,GROND,r,6220.0,34920.0,,,Fong+2015,,,8.8e-07 ± 4.7e-07
090510,,ESO/MPG,GROND,r,6220.0,35280.0,,,Fong+2015,,,1.2e-06 ± 4.1e-07
090510,351588,Swift,UVOT,White,3885.68,110150.0,23.7,0.3,GCN 9351,0.02,0.07968499195093906,1.2938986081472406e-06 ± 3.5751739763586967e-07
090426,350479,Okayama,MITSuME,g',4712.55,93.312,17.21,0.15,GCN 9266,0.02,0.06614443722943722,0.0005040620760572345 ± 6.963874933638115e-05
090426,350479,Okayama,MITSuME,Rc,6479.38,93.312,16.54,0.09,GCN 9266,0.02,0.0428217748917749,0.000914439460739138 ± 7.580068814676432e-05
090426,350479,Okayama,MITSuME,Ic,7845.53,93.312,15.95,0.11,GCN 9266,0.02,0.03142759259259259,0.001558107026015764 ± 0.00015785765650130012
090426,350479,Swift,UVOT,White,3885.68,164.0,18.32,0.03,GCN 9265,0.02,0.07968499195093906,0.00018361165521943858 ± 5.0733775224989e-06
090426,350479,Okayama,MITSuME,g',4712.55,376.704,17.81,0.08,GCN 9266,0.02,0.06614443722943722,0.0002900574494604127 ± 2.137222269566145e-05
090426,350479,Okayama,MITSuME,Rc,6479.38,376.704,17.3,0.08,GCN 9266,0.02,0.0428217748917749,0.0004541036146342407 ± 3.34595908394085e-05
090426,350479,Okayama,MITSuME,Ic,7845.53,376.704,16.9,0.1,GCN 9266,0.02,0.03142759259259259,0.0006495271153159908 ± 5.9823658128881e-05
090426,350479,Swift,UVOT,U,3520.95,426.0,19.13,0.08,GCN 9265,0.02,0.085911796875,8.757718220556368e-05 ± 6.452925255454539e-06
090426,350479,Swift,UVOT,U,3520.95,566.0,19.61,0.38,GCN 9265,0.02,0.085911796875,5.6284779320750414e-05 ± 1.9699275061615756e-05
090426,350479,Swift,UVOT,White,3885.68,590.5,19.9,0.22,GCN 9265,0.02,0.07968499195093906,4.284500972005573e-05 ± 8.681576700771509e-06
090426,350479,Swift,UVOT,V,5411.43,640.0,19.03,0.6615384615384615,GCN 9265,0.02,0.055010033112582776,9.333193333364643e-05 ± 5.68670947135867e-05
090426,350479,Swift,UVOT,B,4346.25,716.0,18.79,0.36,GCN 9265,0.02,0.072241,0.00011828308659617464 ± 3.921938956075328e-05
090426,350479,Okayama,MITSuME,g',4712.55,964.224,18.58,0.12,GCN 9266,0.02,0.06614443722943722,0.00014271973275344744 ± 1.5773967797480742e-05
090426,350479,Okayama,MITSuME,Rc,6479.38,964.224,18.04,0.09,GCN 9266,0.02,0.0428217748917749,0.00022969680738675754 ± 1.9040272005494613e-05
090426,350479,Okayama,MITSuME,Ic,7845.53,964.224,17.61,0.11,GCN 9266,0.02,0.03142759259259259,0.00033775149960427805 ± 3.421886899750858e-05
090426,350479,Okayama,MITSuME,g',4712.55,1035.072,19.43,0.31,GCN 9266,0.02,0.06614443722943722,6.523550426659195e-05 ± 1.8626077157617312e-05
090426,350479,Okayama,MITSuME,Rc,6479.38,1035.072,19.16,0.27,GCN 9266,0.02,0.0428217748917749,8.187568733739936e-05 ± 2.0360779611307614e-05
090426,350479,Okayama,MITSuME,Ic,7845.53,1035.072,18.3,0.26,GCN 9266,0.02,0.03142759259259259,0.00017889462245997354 ± 4.283968945288582e-05
090426,,TNT,--,R,5900.0,1044.0,,,Fong+2015,,,0.000101 ± 7.8e-06
090426,,TNT,--,R,5900.0,1116.0,,,Fong+2015,,,9.51e-05 ± 1.01e-05
090426,,TNT,--,R,5900.0,1188.0,,,Fong+2015,,,8.92e-05 ± 9.5e-06
090426,,TNT,--,R,5900.0,1296.0,,,Fong+2015,,,7.7e-05 ± 8.2e-06
090426,350479,Swift,UVOT,UVW2,2085.73,1348.0,21.55,3-sigma,GCN 9265,0.02,0.17240541798215514,"1.0209122526518372e-05 (+0.0, -inf)"
090426,,TNT,--,R,5900.0,1368.0,,,Fong+2015,,,7.49e-05 ± 8.8e-06
090426,350479,Swift,UVOT,UVM2,2245.78,1397.0,21.32,3-sigma,GCN 9265,0.02,0.15546670144131777,"1.2422612244121898e-05 (+0.0, -inf)"
090426,350479,Swift,UVOT,UVW1,2684.14,1422.0,21.43,3-sigma,GCN 9265,0.02,0.11477051477761839,"1.0812707499840229e-05 (+0.0, -inf)"
090426,,TNT,--,R,5900.0,1440.0,,,Fong+2015,,,6.96e-05 ± 8.1e-06
090426,,TNT,--,R,5900.0,1512.0,,,Fong+2015,,,7.35e-05 ± 8.6e-06
090426,350479,Gunma,150 cm,Ic,7829.17,1872.,18.5,0.3,GCN 9292,0.02,0.03152858024691358,0.00014881190661543363 ± 4.111824933992635e-05
090426,,TNT,--,V,7200.0,1908.0,,,Fong+2015,,,4.9e-05 ± 5.7e-06
090426,,TNT,--,V,7200.0,2556.0,,,Fong+2015,,,3.65e-05 ± 4.3e-06
090426,350479,Okayama,ISLE,J,12350.0,3053.376,18.6,0.2,GCN 9267,0.02,0.014486553595658074,0.00013360443363547746 ± 2.461084617975702e-05
090426,,TNT,--,V,7200.0,3168.0,,,Fong+2015,,,3.45e-05 ± 4e-06
090426,350479,Okayama,ISLE,H,16620.0,3421.44,18.0,0.2,GCN 9267,0.02,0.008962501648051534,0.00023099961154517885 ± 4.255170096250753e-05
090426,350479,Gunma,150 cm,Rc,6357.96,3600.0,19.9,0.1,GCN 9292,0.02,0.04377077396449705,4.145095668617945e-05 ± 3.817774198237547e-06
090426,350479,Okayama,ISLE,Ks,21590.0,3746.304,17.6,0.2,GCN 9267,0.02,0.0062103874333716315,0.00033305074072122827 ± 6.1350213663626e-05
090426,,TNT,--,V,7200.0,3960,,,Fong+2015,,,3.62e-05 ± 4.2e-06
090426,,TNT,--,V,7200.0,4320,,,Fong+2015,,,3.24e-05 ± 3.8e-06
090426,,TNT,--,V,7200.0,5040,,,Fong+2015,,,3.18e-05 ± 4.4e-06
090426,350479,Okayama,MITSuME,g',4712.55,5480.352,20.42,0.38,GCN 9266,0.02,0.06614443722943722,2.6211026155413417e-05 ± 9.17367395082486e-06
090426,350479,Okayama,MITSuME,Rc,6479.38,5480.352,19.86,0.22,GCN 9266,0.02,0.0428217748917749,4.2968971527745086e-05 ± 8.706694770494286e-06
090426,350479,Okayama,MITSuME,Ic,7845.53,5480.352,19.46,0.35,GCN 9266,0.02,0.03142759259259259,6.14606693826714e-05 ± 1.981257895763646e-05
090426,,TNT,--,V,7200.0,5760.0,,,Fong+2015,,,2.87e-05 ± 4e-06
090426,350479,GMG,2.4m,I,7978.8,7200.0,19.18,0.06,GCN 9285,0.02,0.030745939675174014,7.949221981227501e-05 ± 4.392902408370009e-06
090426,350479,GMG,2.4m,R,6414.2,7200.0,20.29,0.02,GCN 9285,0.02,0.043422123893805314,2.893310868754059e-05 ± 5.329675580632599e-07
090426,350479,GMG,2.4m,V,5445.7,7200.0,20.97,0.04,GCN 9285,0.02,0.05487989873417721,1.5630692105522657e-05 ± 5.75855978165699e-07
090426,,TNT,--,V,7200.0,7200.0,,,Fong+2015,,,2.46e-05 ± 3.9e-06
090426,,TNT,--,V,7200.0,8280.0,,,Fong+2015,,,2.01e-05 ± 3.4e-06
090426,,TNT,--,V,7200.0,9360.0,,,Fong+2015,,,2.08e-05 ± 3.5e-06
090426,,TNT,--,V,7200.0,10800.0,,,Fong+2015,,,1.97e-05 ± 3.6e-06
090426,350479,CrAO,AZT-11,R,6414.2,20234.88,21.3,0.2,GCN 9312,0.02,0.043422123893805314,1.1412875993538016e-05 ± 2.10232945047282e-06
090426,,TNT,--,I,,26280.0,,,Fong+2015,,,1.58e-05 ± 2.8e-06
090426,,TNT,--,R,5900.0,27000.0,,,Fong+2015,,,1.35e-05 ± 1.7e-06
090426,,TNT,--,R,5900.0,27000.0,,,Fong+2015,,,1.34e-05 ± 1.80e-06
090426,,TLS,--,R,6400.0,27720.0,,,Fong+2015,,,1.18e-05 ± 2.3e-06
090426,,TLS,--,R,6400.0,28080.0,,,Fong+2015,,,1.27e-05 ± 1.7e-06
090426,350479,VLT,FORS2,R,6425.7,44280.0,21.65,0,GCN 9269,0.02,0.04338650442477876,8.267626539244262e-06 ± 0.0
090426,350479,ESO/MPI,GROND,g',4504.49,45000.0,22.04,0.03,GCN 9268,0.02,0.06958265605362379,5.9137003022595515e-06 ± 1.6340157792500675e-07
090426,350479,ESO/MPI,GROND,r',6097.98,45000.0,21.24,0.24,GCN 9268,0.02,0.04666789794786468,1.2097438086004023e-05 ± 2.674116537624123e-06
090426,350479,ESO/MPI,GROND,i',7604.74,45000.0,21.77,0.11,GCN 9268,0.02,0.03304532970027248,7.332370150943753e-06 ± 7.428698730586139e-07
090426,350479,ESO/MPI,GROND,z',8929.33,45000.0,21.43,0.09,GCN 9268,0.02,0.02522959810874704,9.956761128766595e-06 ± 8.253464309856191e-07
090426,350479,ESO/MPI,GROND,J,12246.51,45000.0,20.4,0.1,GCN 9268,0.02,0.014756634928804253,2.5464133523669134e-05 ± 2.3453333703044193e-06
090426,350479,ESO/MPI,GROND,H,16330.2,45000.0,20.09,0.12,GCN 9268,0.02,0.00922459213592963,3.3706688363131835e-05 ± 3.725400871638875e-06
090426,350479,ESO/MPI,GROND,K,21550.42,45000.0,19.83,0.17,GCN 9268,0.02,0.006232304672932403,4.270897717738277e-05 ± 6.6871916846251866e-06
090426,,ESO/MPG,GROND,g,4770.0,46440.0,,,Fong+2015,,,5.8e-06 ± 1.6e-07
090426,,ESO/MPG,GROND,r,6220.0,46440.0,,,Fong+2015,,,7.6e-06 ± 2.1e-07
090426,,ESO/MPG,GROND,i,7630.0,46440.0,,,Fong+2015,,,8.2e-06 ± 3.8e-07
090426,,ESO/MPG,GROND,z,9130.0,46440.0,,,Fong+2015,,,9.8e-06 ± 6.5e-07
090426,,ESO/MPG,GROND,J,12400.0,46440.0,,,Fong+2015,,,1.52e-05 ± 2.8e-07
090426,,ESO/MPG,GROND,H,15400.0,46440.0,,,Fong+2015,,,1.57e-05 ± 3.2e-06
090426,,ESO/MPG,GROND,K,21800.0,46440.0,,,Fong+2015,,,"3.33e-05 (+0.0, -inf)"
090426,,ESO/MPG,GROND,g,4770.0,52560.0,,,Fong+2015,,,4.7e-06 ± 9e-08
090426,,ESO/MPG,GROND,r,6220.0,52560.0,,,Fong+2015,,,6e-06 ± 1.1e-07
090426,,ESO/MPG,GROND,i,7630.0,52560.0,,,Fong+2015,,,7.3e-06 ± 2.0e-07
090426,,ESO/MPG,GROND,z,9130.0,52560.0,,,Fong+2015,,,8.3e-06 ± 3.1e-07
090426,,ESO/MPG,GROND,J,12400.0,52560.0,,,Fong+2015,,,1.02e-05 ± 8.9e-07
090426,,ESO/MPG,GROND,H,15400.0,52560.0,,,Fong+2015,,,1.18e-05 ± 1.4e-06
090426,,ESO/MPG,GROND,K,21800.0,52560.0,,,Fong+2015,,,"2.1e-05 (+0.0, -inf)"
090426,,LOAO,--,R,,58680.0,,,Fong+2015,,,"6.6e-06 (+0.0, -inf)"
090426,350479,Mt. Lemmon,1.0m,R,6414.2,59040,21.7,5-sigma,GCN 9276,0.02,0.043422123893805314,"7.895781079586856e-06 (+0.0, -inf)"
090423,350184,Gemini North,NIRI,J,12458.09,0.0,19.29,0.07,GCN 9209/9213,0.03,0.02135584192672998,7.121452562119782e-05 ± 4.591370142800356e-06
090423,350184,Gemini North,NIRI,H,16328.16,0.0,18.57,0.07,GCN 9209/9213,0.03,0.013839786933313288,0.00013726574252556864 ± 8.849849470507732e-06
090423,350184,Swift,UVOT,White,3885.68,152.0,21.5,3-sigma,GCN 9210,0.03,0.11952748792640859,"1.0182097329293135e-05 (+0.0, -inf)"
